C:\Documents and Settings\WinTest\Desktop\shashika\Exp_01_2024_09_03\S01_1771_Day01.CSV


Created ,9/23/2008,8:35:14 PM
Exported,9/23/2008,8:42:08 PM

Channels
Disp,Load 1,Load 2,Load 3,DirCmd A,UserCalc1,UserCalc2,UserCalc3,UserCalc4,Axial cmd,Axial err,

Units
mm,N,N,N,V,V,V,V,V,mm,%,

Movers
Axial,

   
"Points","Elapsed Time ","Scan Time ","Disp  ","Load 1 ",
"      ","Sec          ","Sec       ","mm    ","N      ",
       1,         0.0000,      0.0000,  -0.611,   -0.493,
       2,         0.0100,      0.0100,  -0.668,   -0.831,
       3,         0.0200,      0.0200,  -1.202,   -3.613,
       4,         0.0300,      0.0300,  -1.619,   -5.510,
       5,         0.0400,      0.0400,  -1.787,   -6.854,
       6,         0.0500,      0.0500,  -1.993,   -7.923,
       7,         0.0600,      0.0600,  -2.032,   -8.167,
       8,         0.0700,      0.0700,  -2.103,   -8.401,
       9,         0.0800,      0.0800,  -2.133,   -8.544,
      10,         0.0900,      0.0900,  -2.099,   -7.287,
      11,         0.1000,      0.1000,  -1.911,   -4.529,
      12,         0.1100,      0.1100,  -1.686,   -2.588,
      13,         0.1200,      0.1200,  -1.516,   -1.809,
      14,         0.1300,      0.1300,  -1.446,   -1.531,
      15,         0.1400,      0.1400,  -1.307,   -0.981,
      16,         0.1500,      0.1500,  -1.270,   -1.017,
      17,         0.1600,      0.1600,  -1.239,   -0.889,
      18,         0.1700,      0.1700,  -1.160,   -0.672,
      19,         0.1800,      0.1800,  -1.147,   -0.724,
      20,         0.1900,      0.1900,  -1.137,   -0.702,
      21,         0.2000,      0.2000,  -1.104,   -0.602,
      22,         0.2100,      0.2100,  -1.086,   -0.602,
      23,         0.2200,      0.2200,  -1.082,   -0.608,
      24,         0.2300,      0.2300,  -1.068,   -0.567,
      25,         0.2400,      0.2400,  -1.053,   -0.548,
      26,         0.2500,      0.2500,  -1.048,   -0.552,
      27,         0.2600,      0.2600,  -1.042,   -0.547,
      28,         0.2700,      0.2700,  -1.035,   -0.536,
      29,         0.2800,      0.2800,  -1.029,   -0.531,
      30,         0.2900,      0.2900,  -1.025,   -0.529,
      31,         0.3000,      0.3000,  -1.021,   -0.529,
      32,         0.3100,      0.3100,  -1.018,   -0.527,
      33,         0.3200,      0.3200,  -1.014,   -0.523,
      34,         0.3300,      0.3300,  -1.011,   -0.521,
      35,         0.3400,      0.3400,  -1.008,   -0.518,
      36,         0.3500,      0.3500,  -1.005,   -0.517,
      37,         0.3600,      0.3600,  -1.003,   -0.516,
      38,         0.3700,      0.3700,  -1.001,   -0.514,
      39,         0.3800,      0.3800,  -0.999,   -0.510,
      40,         0.3900,      0.3900,  -0.997,   -0.509,
      41,         0.4000,      0.4000,  -0.995,   -0.508,
      42,         0.4100,      0.4100,  -0.994,   -0.507,
      43,         0.4200,      0.4200,  -0.993,   -0.505,
      44,         0.4300,      0.4300,  -0.992,   -0.505,
      45,         0.4400,      0.4400,  -0.991,   -0.505,
      46,         0.4500,      0.4500,  -0.990,   -0.505,
      47,         0.4600,      0.4600,  -0.990,   -0.504,
      48,         0.4700,      0.4700,  -0.988,   -0.505,
      49,         0.4800,      0.4800,  -0.989,   -0.504,
      50,         0.4900,      0.4900,  -0.987,   -0.504,
      51,         0.5000,      0.5000,  -0.987,   -0.504,
      52,         0.5100,      0.5100,  -0.987,   -0.504,
      53,         0.5200,      0.5200,  -0.986,   -0.503,
      54,         0.5300,      0.5300,  -0.986,   -0.501,
      55,         0.5400,      0.5400,  -0.985,   -0.503,
      56,         0.5500,      0.5500,  -0.985,   -0.501,
      57,         0.5600,      0.5600,  -0.985,   -0.501,
      58,         0.5700,      0.5700,  -0.984,   -0.501,
      59,         0.5800,      0.5800,  -0.984,   -0.501,
      60,         0.5900,      0.5900,  -0.984,   -0.503,
      61,         0.6000,      0.6000,  -0.984,   -0.501,
      62,         0.6100,      0.6100,  -0.983,   -0.501,
      63,         0.6200,      0.6200,  -0.983,   -0.503,
      64,         0.6300,      0.6300,  -0.982,   -0.501,
      65,         0.6400,      0.6400,  -0.983,   -0.503,
      66,         0.6500,      0.6500,  -0.982,   -0.501,
      67,         0.6600,      0.6600,  -0.982,   -0.501,
      68,         0.6700,      0.6700,  -0.982,   -0.503,
      69,         0.6800,      0.6800,  -0.982,   -0.501,
      70,         0.6900,      0.6900,  -0.982,   -0.503,
      71,         0.7000,      0.7000,  -0.982,   -0.501,
      72,         0.7100,      0.7100,  -0.982,   -0.503,
      73,         0.7200,      0.7200,  -0.981,   -0.501,
      74,         0.7300,      0.7300,  -0.981,   -0.501,
      75,         0.7400,      0.7400,  -0.981,   -0.501,
      76,         0.7500,      0.7500,  -0.981,   -0.503,
      77,         0.7600,      0.7600,  -0.980,   -0.500,
      78,         0.7700,      0.7700,  -0.980,   -0.501,
      79,         0.7800,      0.7800,  -0.980,   -0.501,
      80,         0.7900,      0.7900,  -0.980,   -0.503,
      81,         0.8000,      0.8000,  -0.980,   -0.503,
      82,         0.8100,      0.8100,  -0.980,   -0.505,
      83,         0.8200,      0.8200,  -0.979,   -0.505,
      84,         0.8300,      0.8300,  -0.979,   -0.507,
      85,         0.8400,      0.8400,  -0.979,   -0.508,
      86,         0.8500,      0.8500,  -0.978,   -0.507,
      87,         0.8600,      0.8600,  -0.978,   -0.507,
      88,         0.8700,      0.8700,  -0.977,   -0.505,
      89,         0.8800,      0.8800,  -0.976,   -0.503,
      90,         0.8900,      0.8900,  -0.975,   -0.499,
      91,         0.9000,      0.9000,  -0.974,   -0.495,
      92,         0.9100,      0.9100,  -0.974,   -0.493,
      93,         0.9200,      0.9200,  -0.973,   -0.490,
      94,         0.9300,      0.9300,  -0.973,   -0.488,
      95,         0.9400,      0.9400,  -0.973,   -0.488,
      96,         0.9500,      0.9500,  -0.973,   -0.487,
      97,         0.9600,      0.9600,  -0.972,   -0.486,
      98,         0.9700,      0.9700,  -0.973,   -0.487,
      99,         0.9800,      0.9800,  -0.973,   -0.485,
     100,         0.9900,      0.9900,  -0.973,   -0.486,
       1,         1.0000,      0.0000,  -0.973,   -0.487,
       2,         1.0100,      0.0100,  -0.973,   -0.487,
       3,         1.0200,      0.0200,  -0.973,   -0.486,
       4,         1.0300,      0.0300,  -0.973,   -0.489,
       5,         1.0400,      0.0400,  -0.973,   -0.488,
       6,         1.0500,      0.0500,  -0.973,   -0.487,
       7,         1.0600,      0.0600,  -0.973,   -0.488,
       8,         1.0700,      0.0700,  -0.973,   -0.488,
       9,         1.0800,      0.0800,  -0.973,   -0.490,
      10,         1.0900,      0.0900,  -0.973,   -0.488,
      11,         1.1000,      0.1000,  -0.973,   -0.488,
      12,         1.1100,      0.1100,  -0.973,   -0.489,
      13,         1.1200,      0.1200,  -0.973,   -0.488,
      14,         1.1300,      0.1300,  -0.973,   -0.488,
      15,         1.1400,      0.1400,  -0.973,   -0.489,
      16,         1.1500,      0.1500,  -0.973,   -0.489,
      17,         1.1600,      0.1600,  -0.973,   -0.489,
      18,         1.1700,      0.1700,  -0.973,   -0.489,
      19,         1.1800,      0.1800,  -0.973,   -0.488,
      20,         1.1900,      0.1900,  -0.973,   -0.490,
      21,         1.2000,      0.2000,  -0.973,   -0.489,
      22,         1.2100,      0.2100,  -0.972,   -0.489,
      23,         1.2200,      0.2200,  -0.973,   -0.491,
      24,         1.2300,      0.2300,  -0.973,   -0.488,
      25,         1.2400,      0.2400,  -0.973,   -0.492,
      26,         1.2500,      0.2500,  -0.973,   -0.490,
      27,         1.2600,      0.2600,  -0.973,   -0.489,
      28,         1.2700,      0.2700,  -0.973,   -0.489,
      29,         1.2800,      0.2800,  -0.973,   -0.489,
      30,         1.2900,      0.2900,  -0.973,   -0.490,
      31,         1.3000,      0.3000,  -0.973,   -0.492,
      32,         1.3100,      0.3100,  -0.973,   -0.490,
      33,         1.3200,      0.3200,  -0.973,   -0.492,
      34,         1.3300,      0.3300,  -0.974,   -0.494,
      35,         1.3400,      0.3400,  -0.973,   -0.495,
      36,         1.3500,      0.3500,  -0.973,   -0.495,
      37,         1.3600,      0.3600,  -0.973,   -0.496,
      38,         1.3700,      0.3700,  -0.973,   -0.498,
      39,         1.3800,      0.3800,  -0.973,   -0.501,
      40,         1.3900,      0.3900,  -0.973,   -0.501,
      41,         1.4000,      0.4000,  -0.973,   -0.503,
      42,         1.4100,      0.4100,  -0.973,   -0.506,
      43,         1.4200,      0.4200,  -0.973,   -0.507,
      44,         1.4300,      0.4300,  -0.973,   -0.507,
      45,         1.4400,      0.4400,  -0.973,   -0.506,
      46,         1.4500,      0.4500,  -0.973,   -0.504,
      47,         1.4600,      0.4600,  -0.973,   -0.501,
      48,         1.4700,      0.4700,  -0.973,   -0.499,
      49,         1.4800,      0.4800,  -0.973,   -0.497,
      50,         1.4900,      0.4900,  -0.973,   -0.495,
      51,         1.5000,      0.5000,  -0.973,   -0.493,
      52,         1.5100,      0.5100,  -0.973,   -0.492,
      53,         1.5200,      0.5200,  -0.973,   -0.493,
      54,         1.5300,      0.5300,  -0.973,   -0.492,
      55,         1.5400,      0.5400,  -0.973,   -0.492,
      56,         1.5500,      0.5500,  -0.973,   -0.492,
      57,         1.5600,      0.5600,  -0.973,   -0.492,
      58,         1.5700,      0.5700,  -0.973,   -0.489,
      59,         1.5800,      0.5800,  -0.974,   -0.488,
      60,         1.5900,      0.5900,  -0.973,   -0.490,
      61,         1.6000,      0.6000,  -0.973,   -0.491,
      62,         1.6100,      0.6100,  -0.973,   -0.489,
      63,         1.6200,      0.6200,  -0.973,   -0.489,
      64,         1.6300,      0.6300,  -0.974,   -0.488,
      65,         1.6400,      0.6400,  -0.973,   -0.490,
      66,         1.6500,      0.6500,  -0.974,   -0.489,
      67,         1.6600,      0.6600,  -0.973,   -0.489,
      68,         1.6700,      0.6700,  -0.973,   -0.489,
      69,         1.6800,      0.6800,  -0.974,   -0.489,
      70,         1.6900,      0.6900,  -0.974,   -0.489,
      71,         1.7000,      0.7000,  -0.973,   -0.489,
      72,         1.7100,      0.7100,  -0.973,   -0.490,
      73,         1.7200,      0.7200,  -0.974,   -0.489,
      74,         1.7300,      0.7300,  -0.974,   -0.488,
      75,         1.7400,      0.7400,  -0.974,   -0.488,
      76,         1.7500,      0.7500,  -0.974,   -0.489,
      77,         1.7600,      0.7600,  -0.974,   -0.490,
      78,         1.7700,      0.7700,  -0.974,   -0.489,
      79,         1.7800,      0.7800,  -0.974,   -0.492,
      80,         1.7900,      0.7900,  -0.975,   -0.491,
      81,         1.8000,      0.8000,  -0.975,   -0.492,
      82,         1.8100,      0.8100,  -0.975,   -0.492,
      83,         1.8200,      0.8200,  -0.975,   -0.493,
      84,         1.8300,      0.8300,  -0.975,   -0.492,
      85,         1.8400,      0.8400,  -0.975,   -0.494,
      86,         1.8500,      0.8500,  -0.975,   -0.493,
      87,         1.8600,      0.8600,  -0.975,   -0.493,
      88,         1.8700,      0.8700,  -0.976,   -0.495,
      89,         1.8800,      0.8800,  -0.975,   -0.496,
      90,         1.8900,      0.8900,  -0.976,   -0.495,
      91,         1.9000,      0.9000,  -0.976,   -0.496,
      92,         1.9100,      0.9100,  -0.977,   -0.497,
      93,         1.9200,      0.9200,  -0.976,   -0.497,
      94,         1.9300,      0.9300,  -0.976,   -0.498,
      95,         1.9400,      0.9400,  -0.977,   -0.500,
      96,         1.9500,      0.9500,  -0.977,   -0.501,
      97,         1.9600,      0.9600,  -0.977,   -0.501,
      98,         1.9700,      0.9700,  -0.977,   -0.504,
      99,         1.9800,      0.9800,  -0.977,   -0.506,
     100,         1.9900,      0.9900,  -0.977,   -0.507,
       1,         2.0000,      0.0000,  -0.977,   -0.507,
       2,         2.0100,      0.0100,  -0.977,   -0.508,
       3,         2.0200,      0.0200,  -0.977,   -0.509,
       4,         2.0300,      0.0300,  -0.977,   -0.510,
       5,         2.0400,      0.0400,  -0.978,   -0.510,
       6,         2.0500,      0.0500,  -0.977,   -0.507,
       7,         2.0600,      0.0600,  -0.978,   -0.504,
       8,         2.0700,      0.0700,  -0.977,   -0.503,
       9,         2.0800,      0.0800,  -0.977,   -0.501,
      10,         2.0900,      0.0900,  -0.977,   -0.497,
      11,         2.1000,      0.1000,  -0.978,   -0.496,
      12,         2.1100,      0.1100,  -0.978,   -0.496,
      13,         2.1200,      0.1200,  -0.978,   -0.495,
      14,         2.1300,      0.1300,  -0.978,   -0.496,
      15,         2.1400,      0.1400,  -0.978,   -0.494,
      16,         2.1500,      0.1500,  -0.978,   -0.494,
      17,         2.1600,      0.1600,  -0.978,   -0.494,
      18,         2.1700,      0.1700,  -0.978,   -0.492,
      19,         2.1800,      0.1800,  -0.978,   -0.492,
      20,         2.1900,      0.1900,  -0.978,   -0.492,
      21,         2.2000,      0.2000,  -0.978,   -0.492,
      22,         2.2100,      0.2100,  -0.978,   -0.492,
      23,         2.2200,      0.2200,  -0.978,   -0.491,
      24,         2.2300,      0.2300,  -0.978,   -0.492,
      25,         2.2400,      0.2400,  -0.978,   -0.493,
      26,         2.2500,      0.2500,  -0.979,   -0.492,
      27,         2.2600,      0.2600,  -0.978,   -0.492,
      28,         2.2700,      0.2700,  -0.978,   -0.494,
      29,         2.2800,      0.2800,  -0.979,   -0.493,
      30,         2.2900,      0.2900,  -0.979,   -0.494,
      31,         2.3000,      0.3000,  -0.979,   -0.493,
      32,         2.3100,      0.3100,  -0.979,   -0.494,
      33,         2.3200,      0.3200,  -0.980,   -0.494,
      34,         2.3300,      0.3300,  -0.980,   -0.495,
      35,         2.3400,      0.3400,  -0.980,   -0.496,
      36,         2.3500,      0.3500,  -0.980,   -0.499,
      37,         2.3600,      0.3600,  -0.981,   -0.498,
      38,         2.3700,      0.3700,  -0.981,   -0.500,
      39,         2.3800,      0.3800,  -0.981,   -0.499,
      40,         2.3900,      0.3900,  -0.981,   -0.499,
      41,         2.4000,      0.4000,  -0.981,   -0.499,
      42,         2.4100,      0.4100,  -0.981,   -0.501,
      43,         2.4200,      0.4200,  -0.982,   -0.501,
      44,         2.4300,      0.4300,  -0.982,   -0.501,
      45,         2.4400,      0.4400,  -0.982,   -0.501,
      46,         2.4500,      0.4500,  -0.982,   -0.500,
      47,         2.4600,      0.4600,  -0.982,   -0.500,
      48,         2.4700,      0.4700,  -0.982,   -0.501,
      49,         2.4800,      0.4800,  -0.983,   -0.501,
      50,         2.4900,      0.4900,  -0.982,   -0.501,
      51,         2.5000,      0.5000,  -0.982,   -0.501,
      52,         2.5100,      0.5100,  -0.983,   -0.501,
      53,         2.5200,      0.5200,  -0.983,   -0.503,
      54,         2.5300,      0.5300,  -0.982,   -0.503,
      55,         2.5400,      0.5400,  -0.983,   -0.505,
      56,         2.5500,      0.5500,  -0.983,   -0.506,
      57,         2.5600,      0.5600,  -0.983,   -0.507,
      58,         2.5700,      0.5700,  -0.983,   -0.509,
      59,         2.5800,      0.5800,  -0.983,   -0.510,
      60,         2.5900,      0.5900,  -0.983,   -0.510,
      61,         2.6000,      0.6000,  -0.983,   -0.510,
      62,         2.6100,      0.6100,  -0.983,   -0.511,
      63,         2.6200,      0.6200,  -0.983,   -0.511,
      64,         2.6300,      0.6300,  -0.983,   -0.507,
      65,         2.6400,      0.6400,  -0.983,   -0.505,
      66,         2.6500,      0.6500,  -0.983,   -0.503,
      67,         2.6600,      0.6600,  -0.983,   -0.501,
      68,         2.6700,      0.6700,  -0.983,   -0.499,
      69,         2.6800,      0.6800,  -0.983,   -0.498,
      70,         2.6900,      0.6900,  -0.983,   -0.497,
      71,         2.7000,      0.7000,  -0.983,   -0.496,
      72,         2.7100,      0.7100,  -0.983,   -0.494,
      73,         2.7200,      0.7200,  -0.983,   -0.494,
      74,         2.7300,      0.7300,  -0.983,   -0.493,
      75,         2.7400,      0.7400,  -0.983,   -0.494,
      76,         2.7500,      0.7500,  -0.983,   -0.492,
      77,         2.7600,      0.7600,  -0.983,   -0.492,
      78,         2.7700,      0.7700,  -0.983,   -0.493,
      79,         2.7800,      0.7800,  -0.983,   -0.492,
      80,         2.7900,      0.7900,  -0.983,   -0.492,
      81,         2.8000,      0.8000,  -0.983,   -0.491,
      82,         2.8100,      0.8100,  -0.983,   -0.492,
      83,         2.8200,      0.8200,  -0.983,   -0.492,
      84,         2.8300,      0.8300,  -0.983,   -0.492,
      85,         2.8400,      0.8400,  -0.983,   -0.492,
      86,         2.8500,      0.8500,  -0.983,   -0.491,
      87,         2.8600,      0.8600,  -0.984,   -0.492,
      88,         2.8700,      0.8700,  -0.983,   -0.492,
      89,         2.8800,      0.8800,  -0.984,   -0.492,
      90,         2.8900,      0.8900,  -0.984,   -0.493,
      91,         2.9000,      0.9000,  -0.984,   -0.492,
      92,         2.9100,      0.9100,  -0.984,   -0.494,
      93,         2.9200,      0.9200,  -0.984,   -0.494,
      94,         2.9300,      0.9300,  -0.985,   -0.494,
      95,         2.9400,      0.9400,  -0.985,   -0.494,
      96,         2.9500,      0.9500,  -0.985,   -0.496,
      97,         2.9600,      0.9600,  -0.986,   -0.496,
      98,         2.9700,      0.9700,  -0.986,   -0.500,
      99,         2.9800,      0.9800,  -0.986,   -0.501,
     100,         2.9900,      0.9900,  -0.986,   -0.501,
       1,         3.0000,      0.0000,  -0.986,   -0.501,
       2,         3.0100,      0.0100,  -0.987,   -0.503,
       3,         3.0200,      0.0200,  -0.987,   -0.503,
       4,         3.0300,      0.0300,  -0.987,   -0.503,
       5,         3.0400,      0.0400,  -0.987,   -0.503,
       6,         3.0500,      0.0500,  -0.987,   -0.503,
       7,         3.0600,      0.0600,  -0.988,   -0.503,
       8,         3.0700,      0.0700,  -0.988,   -0.504,
       9,         3.0800,      0.0800,  -0.987,   -0.505,
      10,         3.0900,      0.0900,  -0.988,   -0.503,
      11,         3.1000,      0.1000,  -0.987,   -0.505,
      12,         3.1100,      0.1100,  -0.988,   -0.505,
      13,         3.1200,      0.1200,  -0.988,   -0.506,
      14,         3.1300,      0.1300,  -0.987,   -0.507,
      15,         3.1400,      0.1400,  -0.987,   -0.508,
      16,         3.1500,      0.1500,  -0.989,   -0.508,
      17,         3.1600,      0.1600,  -0.988,   -0.509,
      18,         3.1700,      0.1700,  -0.988,   -0.512,
      19,         3.1800,      0.1800,  -0.988,   -0.513,
      20,         3.1900,      0.1900,  -0.988,   -0.512,
      21,         3.2000,      0.2000,  -0.988,   -0.513,
      22,         3.2100,      0.2100,  -0.988,   -0.512,
      23,         3.2200,      0.2200,  -0.988,   -0.510,
      24,         3.2300,      0.2300,  -0.988,   -0.507,
      25,         3.2400,      0.2400,  -0.988,   -0.507,
      26,         3.2500,      0.2500,  -0.988,   -0.501,
      27,         3.2600,      0.2600,  -0.988,   -0.503,
      28,         3.2700,      0.2700,  -0.988,   -0.498,
      29,         3.2800,      0.2800,  -0.988,   -0.499,
      30,         3.2900,      0.2900,  -0.988,   -0.497,
      31,         3.3000,      0.3000,  -0.988,   -0.496,
      32,         3.3100,      0.3100,  -0.988,   -0.496,
      33,         3.3200,      0.3200,  -0.988,   -0.494,
      34,         3.3300,      0.3300,  -0.988,   -0.494,
      35,         3.3400,      0.3400,  -0.988,   -0.495,
      36,         3.3500,      0.3500,  -0.987,   -0.494,
      37,         3.3600,      0.3600,  -0.988,   -0.496,
      38,         3.3700,      0.3700,  -0.988,   -0.495,
      39,         3.3800,      0.3800,  -0.987,   -0.493,
      40,         3.3900,      0.3900,  -0.988,   -0.496,
      41,         3.4000,      0.4000,  -0.988,   -0.494,
      42,         3.4100,      0.4100,  -0.988,   -0.493,
      43,         3.4200,      0.4200,  -0.988,   -0.493,
      44,         3.4300,      0.4300,  -0.988,   -0.493,
      45,         3.4400,      0.4400,  -0.988,   -0.493,
      46,         3.4500,      0.4500,  -0.988,   -0.493,
      47,         3.4600,      0.4600,  -0.988,   -0.492,
      48,         3.4700,      0.4700,  -0.988,   -0.492,
      49,         3.4800,      0.4800,  -0.988,   -0.492,
      50,         3.4900,      0.4900,  -0.988,   -0.492,
      51,         3.5000,      0.5000,  -0.988,   -0.492,
      52,         3.5100,      0.5100,  -0.989,   -0.492,
      53,         3.5200,      0.5200,  -0.989,   -0.492,
      54,         3.5300,      0.5300,  -0.988,   -0.492,
      55,         3.5400,      0.5400,  -0.989,   -0.493,
      56,         3.5500,      0.5500,  -0.989,   -0.492,
      57,         3.5600,      0.5600,  -0.989,   -0.492,
      58,         3.5700,      0.5700,  -0.989,   -0.494,
      59,         3.5800,      0.5800,  -0.989,   -0.493,
      60,         3.5900,      0.5900,  -0.989,   -0.493,
      61,         3.6000,      0.6000,  -0.989,   -0.493,
      62,         3.6100,      0.6100,  -0.989,   -0.495,
      63,         3.6200,      0.6200,  -0.990,   -0.496,
      64,         3.6300,      0.6300,  -0.990,   -0.496,
      65,         3.6400,      0.6400,  -0.990,   -0.498,
      66,         3.6500,      0.6500,  -0.990,   -0.498,
      67,         3.6600,      0.6600,  -0.991,   -0.499,
      68,         3.6700,      0.6700,  -0.991,   -0.503,
      69,         3.6800,      0.6800,  -0.991,   -0.504,
      70,         3.6900,      0.6900,  -0.991,   -0.505,
      71,         3.7000,      0.7000,  -0.991,   -0.507,
      72,         3.7100,      0.7100,  -0.992,   -0.509,
      73,         3.7200,      0.7200,  -0.992,   -0.510,
      74,         3.7300,      0.7300,  -0.992,   -0.511,
      75,         3.7400,      0.7400,  -0.991,   -0.512,
      76,         3.7500,      0.7500,  -0.992,   -0.514,
      77,         3.7600,      0.7600,  -0.992,   -0.514,
      78,         3.7700,      0.7700,  -0.992,   -0.514,
      79,         3.7800,      0.7800,  -0.992,   -0.512,
      80,         3.7900,      0.7900,  -0.992,   -0.510,
      81,         3.8000,      0.8000,  -0.992,   -0.506,
      82,         3.8100,      0.8100,  -0.992,   -0.504,
      83,         3.8200,      0.8200,  -0.992,   -0.503,
      84,         3.8300,      0.8300,  -0.992,   -0.500,
      85,         3.8400,      0.8400,  -0.992,   -0.501,
      86,         3.8500,      0.8500,  -0.992,   -0.498,
      87,         3.8600,      0.8600,  -0.991,   -0.499,
      88,         3.8700,      0.8700,  -0.992,   -0.496,
      89,         3.8800,      0.8800,  -0.992,   -0.496,
      90,         3.8900,      0.8900,  -0.992,   -0.496,
      91,         3.9000,      0.9000,  -0.992,   -0.497,
      92,         3.9100,      0.9100,  -0.992,   -0.495,
      93,         3.9200,      0.9200,  -0.992,   -0.495,
      94,         3.9300,      0.9300,  -0.991,   -0.496,
      95,         3.9400,      0.9400,  -0.992,   -0.495,
      96,         3.9500,      0.9500,  -0.992,   -0.496,
      97,         3.9600,      0.9600,  -0.992,   -0.494,
      98,         3.9700,      0.9700,  -0.992,   -0.494,
      99,         3.9800,      0.9800,  -0.992,   -0.494,
     100,         3.9900,      0.9900,  -0.992,   -0.493,
       1,         4.0000,      0.0000,  -0.992,   -0.493,
       2,         4.0100,      0.0100,  -0.992,   -0.494,
       3,         4.0200,      0.0200,  -0.992,   -0.494,
       4,         4.0300,      0.0300,  -0.992,   -0.494,
       5,         4.0400,      0.0400,  -0.992,   -0.493,
       6,         4.0500,      0.0500,  -0.992,   -0.494,
       7,         4.0600,      0.0600,  -0.992,   -0.493,
       8,         4.0700,      0.0700,  -0.992,   -0.493,
       9,         4.0800,      0.0800,  -0.992,   -0.493,
      10,         4.0900,      0.0900,  -0.992,   -0.494,
      11,         4.1000,      0.1000,  -0.993,   -0.493,
      12,         4.1100,      0.1100,  -0.993,   -0.494,
      13,         4.1200,      0.1200,  -0.993,   -0.494,
      14,         4.1300,      0.1300,  -0.993,   -0.494,
      15,         4.1400,      0.1400,  -0.994,   -0.494,
      16,         4.1500,      0.1500,  -0.993,   -0.494,
      17,         4.1600,      0.1600,  -0.993,   -0.495,
      18,         4.1700,      0.1700,  -0.994,   -0.496,
      19,         4.1800,      0.1800,  -0.994,   -0.496,
      20,         4.1900,      0.1900,  -0.994,   -0.498,
      21,         4.2000,      0.2000,  -0.994,   -0.499,
      22,         4.2100,      0.2100,  -0.994,   -0.501,
      23,         4.2200,      0.2200,  -0.995,   -0.501,
      24,         4.2300,      0.2300,  -0.995,   -0.501,
      25,         4.2400,      0.2400,  -0.996,   -0.504,
      26,         4.2500,      0.2500,  -0.996,   -0.505,
      27,         4.2600,      0.2600,  -0.996,   -0.505,
      28,         4.2700,      0.2700,  -0.996,   -0.509,
      29,         4.2800,      0.2800,  -0.996,   -0.507,
      30,         4.2900,      0.2900,  -0.996,   -0.510,
      31,         4.3000,      0.3000,  -0.996,   -0.511,
      32,         4.3100,      0.3100,  -0.996,   -0.512,
      33,         4.3200,      0.3200,  -0.996,   -0.512,
      34,         4.3300,      0.3300,  -0.996,   -0.514,
      35,         4.3400,      0.3400,  -0.995,   -0.512,
      36,         4.3500,      0.3500,  -0.996,   -0.512,
      37,         4.3600,      0.3600,  -0.996,   -0.510,
      38,         4.3700,      0.3700,  -0.996,   -0.508,
      39,         4.3800,      0.3800,  -0.996,   -0.505,
      40,         4.3900,      0.3900,  -0.996,   -0.503,
      41,         4.4000,      0.4000,  -0.996,   -0.501,
      42,         4.4100,      0.4100,  -0.996,   -0.501,
      43,         4.4200,      0.4200,  -0.996,   -0.501,
      44,         4.4300,      0.4300,  -0.996,   -0.498,
      45,         4.4400,      0.4400,  -0.996,   -0.498,
      46,         4.4500,      0.4500,  -0.995,   -0.499,
      47,         4.4600,      0.4600,  -0.996,   -0.498,
      48,         4.4700,      0.4700,  -0.996,   -0.499,
      49,         4.4800,      0.4800,  -0.996,   -0.498,
      50,         4.4900,      0.4900,  -0.996,   -0.495,
      51,         4.5000,      0.5000,  -0.996,   -0.495,
      52,         4.5100,      0.5100,  -0.996,   -0.495,
      53,         4.5200,      0.5200,  -0.996,   -0.496,
      54,         4.5300,      0.5300,  -0.996,   -0.496,
      55,         4.5400,      0.5400,  -0.996,   -0.496,
      56,         4.5500,      0.5500,  -0.996,   -0.497,
      57,         4.5600,      0.5600,  -0.996,   -0.494,
      58,         4.5700,      0.5700,  -0.996,   -0.494,
      59,         4.5800,      0.5800,  -0.996,   -0.494,
      60,         4.5900,      0.5900,  -0.996,   -0.494,
      61,         4.6000,      0.6000,  -0.996,   -0.494,
      62,         4.6100,      0.6100,  -0.996,   -0.494,
      63,         4.6200,      0.6200,  -0.996,   -0.494,
      64,         4.6300,      0.6300,  -0.996,   -0.494,
      65,         4.6400,      0.6400,  -0.996,   -0.495,
      66,         4.6500,      0.6500,  -0.996,   -0.494,
      67,         4.6600,      0.6600,  -0.996,   -0.494,
      68,         4.6700,      0.6700,  -0.996,   -0.494,
      69,         4.6800,      0.6800,  -0.996,   -0.494,
      70,         4.6900,      0.6900,  -0.996,   -0.494,
      71,         4.7000,      0.7000,  -0.996,   -0.494,
      72,         4.7100,      0.7100,  -0.996,   -0.494,
      73,         4.7200,      0.7200,  -0.997,   -0.494,
      74,         4.7300,      0.7300,  -0.996,   -0.494,
      75,         4.7400,      0.7400,  -0.997,   -0.494,
      76,         4.7500,      0.7500,  -0.997,   -0.494,
      77,         4.7600,      0.7600,  -0.997,   -0.495,
      78,         4.7700,      0.7700,  -0.997,   -0.495,
      79,         4.7800,      0.7800,  -0.998,   -0.496,
      80,         4.7900,      0.7900,  -0.998,   -0.496,
      81,         4.8000,      0.8000,  -0.997,   -0.498,
      82,         4.8100,      0.8100,  -0.998,   -0.497,
      83,         4.8200,      0.8200,  -0.998,   -0.500,
      84,         4.8300,      0.8300,  -0.998,   -0.501,
      85,         4.8400,      0.8400,  -0.999,   -0.501,
      86,         4.8500,      0.8500,  -0.998,   -0.504,
      87,         4.8600,      0.8600,  -0.998,   -0.505,
      88,         4.8700,      0.8700,  -0.998,   -0.506,
      89,         4.8800,      0.8800,  -0.999,   -0.508,
      90,         4.8900,      0.8900,  -0.999,   -0.510,
