C:\Documents and Settings\WinTest\Desktop\shashika\Exp_01_2024_09_03\S01_1771_Day01.CSV


Created ,9/23/2008,8:35:14 PM
Exported,9/23/2008,8:42:08 PM

Channels
Disp,Load 1,Load 2,Load 3,DirCmd A,UserCalc1,UserCalc2,UserCalc3,UserCalc4,Axial cmd,Axial err,

Units
mm,N,N,N,V,V,V,V,V,mm,%,

Movers
Axial,

   
"Points","Elapsed Time ","Scan Time ","Disp  ","Load 1 ",
"      ","Sec          ","Sec       ","mm    ","N      ",
      12,       113.1760,      0.1100,  -1.524,   -0.505,
      13,       113.1860,      0.1200,  -1.524,   -0.505,
      14,       113.1960,      0.1300,  -1.524,   -0.504,
      15,       113.2060,      0.1400,  -1.524,   -0.505,
      16,       113.2160,      0.1500,  -1.524,   -0.505,
      17,       113.2260,      0.1600,  -1.524,   -0.505,
      18,       113.2360,      0.1700,  -1.524,   -0.505,
      19,       113.2460,      0.1800,  -1.523,   -0.503,
      20,       113.2560,      0.1900,  -1.524,   -0.504,
      21,       113.2660,      0.2000,  -1.524,   -0.505,
      22,       113.2760,      0.2100,  -1.524,   -0.505,
      23,       113.2860,      0.2200,  -1.524,   -0.505,
      24,       113.2960,      0.2300,  -1.524,   -0.505,
      25,       113.3060,      0.2400,  -1.524,   -0.503,
      26,       113.3160,      0.2500,  -1.523,   -0.504,
      27,       113.3260,      0.2600,  -1.523,   -0.506,
      28,       113.3360,      0.2700,  -1.523,   -0.505,
      29,       113.3460,      0.2800,  -1.524,   -0.505,
      30,       113.3560,      0.2900,  -1.524,   -0.504,
      31,       113.3660,      0.3000,  -1.524,   -0.507,
      32,       113.3760,      0.3100,  -1.524,   -0.503,
      33,       113.3860,      0.3200,  -1.524,   -0.505,
      34,       113.3960,      0.3300,  -1.523,   -0.505,
      35,       113.4060,      0.3400,  -1.524,   -0.503,
      36,       113.4160,      0.3500,  -1.524,   -0.504,
      37,       113.4260,      0.3600,  -1.524,   -0.505,
      38,       113.4360,      0.3700,  -1.523,   -0.504,
      39,       113.4460,      0.3800,  -1.524,   -0.505,
      40,       113.4560,      0.3900,  -1.524,   -0.505,
      41,       113.4660,      0.4000,  -1.524,   -0.506,
      42,       113.4760,      0.4100,  -1.524,   -0.504,
      43,       113.4860,      0.4200,  -1.524,   -0.504,
      44,       113.4960,      0.4300,  -1.524,   -0.505,
      45,       113.5060,      0.4400,  -1.523,   -0.505,
      46,       113.5160,      0.4500,  -1.523,   -0.505,
      47,       113.5260,      0.4600,  -1.523,   -0.505,
      48,       113.5360,      0.4700,  -1.524,   -0.505,
      49,       113.5460,      0.4800,  -1.523,   -0.505,
      50,       113.5560,      0.4900,  -1.523,   -0.506,
      51,       113.5660,      0.5000,  -1.524,   -0.506,
      52,       113.5760,      0.5100,  -1.523,   -0.504,
      53,       113.5860,      0.5200,  -1.524,   -0.505,
      54,       113.5960,      0.5300,  -1.523,   -0.506,
      55,       113.6060,      0.5400,  -1.523,   -0.506,
      56,       113.6160,      0.5500,  -1.523,   -0.505,
      57,       113.6260,      0.5600,  -1.523,   -0.505,
      58,       113.6360,      0.5700,  -1.524,   -0.505,
      59,       113.6460,      0.5800,  -1.523,   -0.505,
      60,       113.6560,      0.5900,  -1.523,   -0.506,
      61,       113.6660,      0.6000,  -1.523,   -0.505,
      62,       113.6760,      0.6100,  -1.523,   -0.506,
      63,       113.6860,      0.6200,  -1.524,   -0.505,
      64,       113.6960,      0.6300,  -1.524,   -0.505,
      65,       113.7060,      0.6400,  -1.523,   -0.505,
      66,       113.7160,      0.6500,  -1.524,   -0.505,
      67,       113.7260,      0.6600,  -1.523,   -0.505,
      68,       113.7360,      0.6700,  -1.523,   -0.505,
      69,       113.7460,      0.6800,  -1.523,   -0.505,
      70,       113.7560,      0.6900,  -1.523,   -0.507,
      71,       113.7660,      0.7000,  -1.523,   -0.505,
      72,       113.7760,      0.7100,  -1.523,   -0.505,
      73,       113.7860,      0.7200,  -1.523,   -0.505,
      74,       113.7960,      0.7300,  -1.524,   -0.505,
      75,       113.8060,      0.7400,  -1.523,   -0.505,
      76,       113.8160,      0.7500,  -1.523,   -0.505,
      77,       113.8260,      0.7600,  -1.523,   -0.505,
      78,       113.8360,      0.7700,  -1.524,   -0.504,
      79,       113.8460,      0.7800,  -1.523,   -0.505,
      80,       113.8560,      0.7900,  -1.524,   -0.505,
      81,       113.8660,      0.8000,  -1.523,   -0.505,
      82,       113.8760,      0.8100,  -1.524,   -0.505,
      83,       113.8860,      0.8200,  -1.523,   -0.506,
      84,       113.8960,      0.8300,  -1.523,   -0.505,
      85,       113.9060,      0.8400,  -1.523,   -0.504,
      86,       113.9160,      0.8500,  -1.523,   -0.505,
      87,       113.9260,      0.8600,  -1.523,   -0.505,
      88,       113.9360,      0.8700,  -1.523,   -0.505,
      89,       113.9460,      0.8800,  -1.523,   -0.505,
      90,       113.9560,      0.8900,  -1.523,   -0.505,
      91,       113.9660,      0.9000,  -1.523,   -0.504,
      92,       113.9760,      0.9100,  -1.523,   -0.505,
      93,       113.9860,      0.9200,  -1.523,   -0.504,
      94,       113.9960,      0.9300,  -1.523,   -0.504,
      95,       114.0060,      0.9400,  -1.523,   -0.505,
      96,       114.0160,      0.9500,  -1.523,   -0.505,
      97,       114.0260,      0.9600,  -1.523,   -0.503,
      98,       114.0360,      0.9700,  -1.523,   -0.503,
      99,       114.0460,      0.9800,  -1.523,   -0.501,
     100,       114.0560,      0.9900,  -1.522,   -0.503,
       1,       114.0660,      0.0000,  -1.523,   -0.504,
       2,       114.0760,      0.0100,  -1.523,   -0.501,
       3,       114.0860,      0.0200,  -1.523,   -0.501,
       4,       114.0960,      0.0300,  -1.523,   -0.503,
       5,       114.1060,      0.0400,  -1.523,   -0.505,
       6,       114.1160,      0.0500,  -1.522,   -0.506,
       7,       114.1260,      0.0600,  -1.522,   -0.506,
       8,       114.1360,      0.0700,  -1.522,   -0.505,
       9,       114.1460,      0.0800,  -1.522,   -0.507,
      10,       114.1560,      0.0900,  -1.521,   -0.507,
      11,       114.1660,      0.1000,  -1.521,   -0.507,
      12,       114.1760,      0.1100,  -1.521,   -0.505,
      13,       114.1860,      0.1200,  -1.520,   -0.498,
      14,       114.1960,      0.1300,  -1.520,   -0.494,
      15,       114.2060,      0.1400,  -1.519,   -0.490,
      16,       114.2160,      0.1500,  -1.518,   -0.487,
      17,       114.2260,      0.1600,  -1.518,   -0.485,
      18,       114.2360,      0.1700,  -1.518,   -0.484,
      19,       114.2460,      0.1800,  -1.518,   -0.484,
      20,       114.2560,      0.1900,  -1.518,   -0.484,
      21,       114.2660,      0.2000,  -1.518,   -0.483,
      22,       114.2760,      0.2100,  -1.518,   -0.484,
      23,       114.2860,      0.2200,  -1.518,   -0.483,
      24,       114.2960,      0.2300,  -1.518,   -0.484,
      25,       114.3060,      0.2400,  -1.518,   -0.483,
      26,       114.3160,      0.2500,  -1.518,   -0.485,
      27,       114.3260,      0.2600,  -1.518,   -0.485,
      28,       114.3360,      0.2700,  -1.518,   -0.484,
      29,       114.3460,      0.2800,  -1.518,   -0.484,
      30,       114.3560,      0.2900,  -1.518,   -0.484,
      31,       114.3660,      0.3000,  -1.517,   -0.483,
      32,       114.3760,      0.3100,  -1.518,   -0.485,
      33,       114.3860,      0.3200,  -1.519,   -0.485,
      34,       114.3960,      0.3300,  -1.518,   -0.485,
      35,       114.4060,      0.3400,  -1.518,   -0.484,
      36,       114.4160,      0.3500,  -1.518,   -0.485,
      37,       114.4260,      0.3600,  -1.518,   -0.485,
      38,       114.4360,      0.3700,  -1.518,   -0.485,
      39,       114.4460,      0.3800,  -1.518,   -0.485,
      40,       114.4560,      0.3900,  -1.518,   -0.486,
      41,       114.4660,      0.4000,  -1.518,   -0.485,
      42,       114.4760,      0.4100,  -1.518,   -0.485,
      43,       114.4860,      0.4200,  -1.519,   -0.486,
      44,       114.4960,      0.4300,  -1.518,   -0.486,
      45,       114.5060,      0.4400,  -1.519,   -0.486,
      46,       114.5160,      0.4500,  -1.518,   -0.487,
      47,       114.5260,      0.4600,  -1.518,   -0.486,
      48,       114.5360,      0.4700,  -1.518,   -0.486,
      49,       114.5460,      0.4800,  -1.519,   -0.487,
      50,       114.5560,      0.4900,  -1.519,   -0.487,
      51,       114.5660,      0.5000,  -1.519,   -0.488,
      52,       114.5760,      0.5100,  -1.518,   -0.487,
      53,       114.5860,      0.5200,  -1.518,   -0.488,
      54,       114.5960,      0.5300,  -1.519,   -0.486,
      55,       114.6060,      0.5400,  -1.519,   -0.487,
      56,       114.6160,      0.5500,  -1.519,   -0.488,
      57,       114.6260,      0.5600,  -1.519,   -0.489,
      58,       114.6360,      0.5700,  -1.519,   -0.488,
      59,       114.6460,      0.5800,  -1.519,   -0.488,
      60,       114.6560,      0.5900,  -1.519,   -0.488,
      61,       114.6660,      0.6000,  -1.519,   -0.488,
      62,       114.6760,      0.6100,  -1.519,   -0.489,
      63,       114.6860,      0.6200,  -1.519,   -0.489,
      64,       114.6960,      0.6300,  -1.519,   -0.489,
      65,       114.7060,      0.6400,  -1.518,   -0.490,
      66,       114.7160,      0.6500,  -1.519,   -0.490,
      67,       114.7260,      0.6600,  -1.519,   -0.491,
      68,       114.7360,      0.6700,  -1.519,   -0.491,
      69,       114.7460,      0.6800,  -1.519,   -0.492,
      70,       114.7560,      0.6900,  -1.519,   -0.492,
      71,       114.7660,      0.7000,  -1.519,   -0.492,
      72,       114.7760,      0.7100,  -1.519,   -0.492,
      73,       114.7860,      0.7200,  -1.520,   -0.494,
      74,       114.7960,      0.7300,  -1.519,   -0.494,
      75,       114.8060,      0.7400,  -1.519,   -0.494,
      76,       114.8160,      0.7500,  -1.520,   -0.494,
      77,       114.8260,      0.7600,  -1.520,   -0.495,
      78,       114.8360,      0.7700,  -1.520,   -0.496,
      79,       114.8460,      0.7800,  -1.520,   -0.497,
      80,       114.8560,      0.7900,  -1.520,   -0.496,
      81,       114.8660,      0.8000,  -1.520,   -0.497,
      82,       114.8760,      0.8100,  -1.520,   -0.496,
      83,       114.8860,      0.8200,  -1.520,   -0.500,
      84,       114.8960,      0.8300,  -1.520,   -0.500,
      85,       114.9060,      0.8400,  -1.520,   -0.500,
      86,       114.9160,      0.8500,  -1.520,   -0.500,
      87,       114.9260,      0.8600,  -1.520,   -0.500,
      88,       114.9360,      0.8700,  -1.521,   -0.499,
      89,       114.9460,      0.8800,  -1.521,   -0.499,
      90,       114.9560,      0.8900,  -1.521,   -0.500,
      91,       114.9660,      0.9000,  -1.520,   -0.500,
      92,       114.9760,      0.9100,  -1.521,   -0.503,
      93,       114.9860,      0.9200,  -1.521,   -0.501,
      94,       114.9960,      0.9300,  -1.521,   -0.501,
      95,       115.0060,      0.9400,  -1.521,   -0.503,
      96,       115.0160,      0.9500,  -1.521,   -0.503,
      97,       115.0260,      0.9600,  -1.521,   -0.503,
      98,       115.0360,      0.9700,  -1.521,   -0.503,
      99,       115.0460,      0.9800,  -1.521,   -0.504,
     100,       115.0560,      0.9900,  -1.521,   -0.503,
       1,       115.0660,      0.0000,  -1.521,   -0.503,
   
       1,       115.0690,      0.0000,  -1.521,   -0.503,
       2,       115.0790,      0.0100,  -1.569,   -0.862,
       3,       115.0890,      0.0200,  -1.985,   -3.887,
       4,       115.0990,      0.0300,  -2.232,   -5.357,
       5,       115.1090,      0.0400,  -2.438,   -8.076,
       6,       115.1190,      0.0500,  -2.468,   -7.439,
       7,       115.1290,      0.0600,  -2.547,   -8.894,
       8,       115.1390,      0.0700,  -2.548,   -8.477,
       9,       115.1490,      0.0800,  -2.572,   -8.852,
      10,       115.1590,      0.0900,  -2.520,   -7.209,
      11,       115.1690,      0.1000,  -2.366,   -4.608,
      12,       115.1790,      0.1100,  -2.162,   -2.436,
      13,       115.1890,      0.1200,  -2.012,   -1.807,
      14,       115.1990,      0.1300,  -1.957,   -1.494,
      15,       115.2090,      0.1400,  -1.806,   -0.886,
      16,       115.2190,      0.1500,  -1.797,   -1.034,
      17,       115.2290,      0.1600,  -1.761,   -0.836,
      18,       115.2390,      0.1700,  -1.699,   -0.668,
      19,       115.2490,      0.1800,  -1.693,   -0.733,
      20,       115.2590,      0.1900,  -1.676,   -0.667,
      21,       115.2690,      0.2000,  -1.644,   -0.590,
      22,       115.2790,      0.2100,  -1.634,   -0.608,
      23,       115.2890,      0.2200,  -1.625,   -0.588,
      24,       115.2990,      0.2300,  -1.609,   -0.547,
      25,       115.3090,      0.2400,  -1.601,   -0.553,
      26,       115.3190,      0.2500,  -1.597,   -0.551,
      27,       115.3290,      0.2600,  -1.592,   -0.536,
      28,       115.3390,      0.2700,  -1.587,   -0.533,
      29,       115.3490,      0.2800,  -1.582,   -0.527,
      30,       115.3590,      0.2900,  -1.579,   -0.523,
      31,       115.3690,      0.3000,  -1.576,   -0.520,
      32,       115.3790,      0.3100,  -1.573,   -0.517,
      33,       115.3890,      0.3200,  -1.572,   -0.515,
      34,       115.3990,      0.3300,  -1.569,   -0.513,
      35,       115.4090,      0.3400,  -1.568,   -0.514,
      36,       115.4190,      0.3500,  -1.567,   -0.512,
      37,       115.4290,      0.3600,  -1.565,   -0.510,
      38,       115.4390,      0.3700,  -1.564,   -0.510,
      39,       115.4490,      0.3800,  -1.562,   -0.508,
      40,       115.4590,      0.3900,  -1.562,   -0.509,
      41,       115.4690,      0.4000,  -1.561,   -0.508,
      42,       115.4790,      0.4100,  -1.560,   -0.507,
      43,       115.4890,      0.4200,  -1.559,   -0.507,
      44,       115.4990,      0.4300,  -1.558,   -0.505,
      45,       115.5090,      0.4400,  -1.558,   -0.505,
      46,       115.5190,      0.4500,  -1.557,   -0.507,
      47,       115.5290,      0.4600,  -1.556,   -0.505,
      48,       115.5390,      0.4700,  -1.555,   -0.505,
      49,       115.5490,      0.4800,  -1.554,   -0.505,
      50,       115.5590,      0.4900,  -1.554,   -0.505,
      51,       115.5690,      0.5000,  -1.554,   -0.505,
      52,       115.5790,      0.5100,  -1.553,   -0.505,
      53,       115.5890,      0.5200,  -1.553,   -0.503,
      54,       115.5990,      0.5300,  -1.552,   -0.504,
      55,       115.6090,      0.5400,  -1.551,   -0.503,
      56,       115.6190,      0.5500,  -1.551,   -0.503,
      57,       115.6290,      0.5600,  -1.551,   -0.503,
      58,       115.6390,      0.5700,  -1.550,   -0.503,
      59,       115.6490,      0.5800,  -1.551,   -0.501,
      60,       115.6590,      0.5900,  -1.550,   -0.503,
      61,       115.6690,      0.6000,  -1.549,   -0.501,
      62,       115.6790,      0.6100,  -1.550,   -0.501,
      63,       115.6890,      0.6200,  -1.549,   -0.503,
      64,       115.6990,      0.6300,  -1.548,   -0.503,
      65,       115.7090,      0.6400,  -1.548,   -0.501,
      66,       115.7190,      0.6500,  -1.548,   -0.503,
      67,       115.7290,      0.6600,  -1.548,   -0.503,
      68,       115.7390,      0.6700,  -1.548,   -0.501,
      69,       115.7490,      0.6800,  -1.547,   -0.503,
      70,       115.7590,      0.6900,  -1.547,   -0.501,
      71,       115.7690,      0.7000,  -1.547,   -0.503,
      72,       115.7790,      0.7100,  -1.547,   -0.503,
      73,       115.7890,      0.7200,  -1.547,   -0.503,
      74,       115.7990,      0.7300,  -1.546,   -0.501,
      75,       115.8090,      0.7400,  -1.546,   -0.503,
      76,       115.8190,      0.7500,  -1.546,   -0.501,
      77,       115.8290,      0.7600,  -1.546,   -0.501,
      78,       115.8390,      0.7700,  -1.545,   -0.501,
      79,       115.8490,      0.7800,  -1.545,   -0.500,
      80,       115.8590,      0.7900,  -1.545,   -0.500,
      81,       115.8690,      0.8000,  -1.545,   -0.499,
      82,       115.8790,      0.8100,  -1.545,   -0.499,
      83,       115.8890,      0.8200,  -1.544,   -0.501,
      84,       115.8990,      0.8300,  -1.544,   -0.501,
      85,       115.9090,      0.8400,  -1.544,   -0.500,
      86,       115.9190,      0.8500,  -1.544,   -0.501,
      87,       115.9290,      0.8600,  -1.544,   -0.501,
      88,       115.9390,      0.8700,  -1.544,   -0.501,
      89,       115.9490,      0.8800,  -1.544,   -0.501,
      90,       115.9590,      0.8900,  -1.544,   -0.501,
      91,       115.9690,      0.9000,  -1.543,   -0.500,
      92,       115.9790,      0.9100,  -1.543,   -0.503,
      93,       115.9890,      0.9200,  -1.543,   -0.501,
      94,       115.9990,      0.9300,  -1.543,   -0.501,
      95,       116.0090,      0.9400,  -1.543,   -0.501,
      96,       116.0190,      0.9500,  -1.543,   -0.501,
      97,       116.0290,      0.9600,  -1.542,   -0.501,
      98,       116.0390,      0.9700,  -1.542,   -0.501,
      99,       116.0490,      0.9800,  -1.543,   -0.499,
     100,       116.0590,      0.9900,  -1.542,   -0.501,
       1,       116.0690,      0.0000,  -1.542,   -0.503,
       2,       116.0790,      0.0100,  -1.542,   -0.501,
       3,       116.0890,      0.0200,  -1.542,   -0.501,
       4,       116.0990,      0.0300,  -1.542,   -0.501,
       5,       116.1090,      0.0400,  -1.541,   -0.503,
       6,       116.1190,      0.0500,  -1.542,   -0.501,
       7,       116.1290,      0.0600,  -1.542,   -0.501,
       8,       116.1390,      0.0700,  -1.541,   -0.500,
       9,       116.1490,      0.0800,  -1.541,   -0.501,
      10,       116.1590,      0.0900,  -1.541,   -0.501,
      11,       116.1690,      0.1000,  -1.541,   -0.501,
      12,       116.1790,      0.1100,  -1.541,   -0.500,
      13,       116.1890,      0.1200,  -1.541,   -0.501,
      14,       116.1990,      0.1300,  -1.540,   -0.498,
      15,       116.2090,      0.1400,  -1.540,   -0.500,
      16,       116.2190,      0.1500,  -1.540,   -0.499,
      17,       116.2290,      0.1600,  -1.540,   -0.501,
      18,       116.2390,      0.1700,  -1.540,   -0.501,
      19,       116.2490,      0.1800,  -1.539,   -0.501,
      20,       116.2590,      0.1900,  -1.540,   -0.501,
      21,       116.2690,      0.2000,  -1.540,   -0.503,
      22,       116.2790,      0.2100,  -1.540,   -0.504,
      23,       116.2890,      0.2200,  -1.539,   -0.506,
      24,       116.2990,      0.2300,  -1.539,   -0.508,
      25,       116.3090,      0.2400,  -1.539,   -0.509,
      26,       116.3190,      0.2500,  -1.539,   -0.510,
      27,       116.3290,      0.2600,  -1.538,   -0.507,
      28,       116.3390,      0.2700,  -1.538,   -0.510,
      29,       116.3490,      0.2800,  -1.537,   -0.507,
      30,       116.3590,      0.2900,  -1.536,   -0.501,
      31,       116.3690,      0.3000,  -1.535,   -0.495,
      32,       116.3790,      0.3100,  -1.534,   -0.490,
      33,       116.3890,      0.3200,  -1.534,   -0.488,
      34,       116.3990,      0.3300,  -1.533,   -0.488,
      35,       116.4090,      0.3400,  -1.533,   -0.488,
      36,       116.4190,      0.3500,  -1.533,   -0.488,
      37,       116.4290,      0.3600,  -1.532,   -0.488,
      38,       116.4390,      0.3700,  -1.533,   -0.487,
      39,       116.4490,      0.3800,  -1.533,   -0.488,
      40,       116.4590,      0.3900,  -1.534,   -0.488,
      41,       116.4690,      0.4000,  -1.533,   -0.488,
      42,       116.4790,      0.4100,  -1.533,   -0.488,
      43,       116.4890,      0.4200,  -1.533,   -0.488,
      44,       116.4990,      0.4300,  -1.534,   -0.489,
      45,       116.5090,      0.4400,  -1.533,   -0.489,
      46,       116.5190,      0.4500,  -1.533,   -0.489,
      47,       116.5290,      0.4600,  -1.533,   -0.491,
      48,       116.5390,      0.4700,  -1.533,   -0.490,
      49,       116.5490,      0.4800,  -1.533,   -0.489,
      50,       116.5590,      0.4900,  -1.533,   -0.492,
      51,       116.5690,      0.5000,  -1.533,   -0.491,
      52,       116.5790,      0.5100,  -1.533,   -0.491,
      53,       116.5890,      0.5200,  -1.533,   -0.492,
      54,       116.5990,      0.5300,  -1.533,   -0.492,
      55,       116.6090,      0.5400,  -1.533,   -0.492,
      56,       116.6190,      0.5500,  -1.533,   -0.494,
      57,       116.6290,      0.5600,  -1.533,   -0.492,
      58,       116.6390,      0.5700,  -1.533,   -0.493,
      59,       116.6490,      0.5800,  -1.533,   -0.493,
      60,       116.6590,      0.5900,  -1.534,   -0.495,
      61,       116.6690,      0.6000,  -1.533,   -0.493,
      62,       116.6790,      0.6100,  -1.534,   -0.494,
      63,       116.6890,      0.6200,  -1.534,   -0.494,
      64,       116.6990,      0.6300,  -1.534,   -0.494,
      65,       116.7090,      0.6400,  -1.534,   -0.495,
      66,       116.7190,      0.6500,  -1.533,   -0.495,
      67,       116.7290,      0.6600,  -1.534,   -0.495,
      68,       116.7390,      0.6700,  -1.533,   -0.495,
      69,       116.7490,      0.6800,  -1.533,   -0.496,
      70,       116.7590,      0.6900,  -1.534,   -0.496,
      71,       116.7690,      0.7000,  -1.533,   -0.496,
      72,       116.7790,      0.7100,  -1.533,   -0.496,
      73,       116.7890,      0.7200,  -1.534,   -0.495,
      74,       116.7990,      0.7300,  -1.533,   -0.494,
      75,       116.8090,      0.7400,  -1.533,   -0.497,
      76,       116.8190,      0.7500,  -1.533,   -0.495,
      77,       116.8290,      0.7600,  -1.534,   -0.496,
      78,       116.8390,      0.7700,  -1.534,   -0.497,
      79,       116.8490,      0.7800,  -1.533,   -0.499,
      80,       116.8590,      0.7900,  -1.533,   -0.496,
      81,       116.8690,      0.8000,  -1.533,   -0.498,
      82,       116.8790,      0.8100,  -1.533,   -0.498,
      83,       116.8890,      0.8200,  -1.533,   -0.496,
      84,       116.8990,      0.8300,  -1.533,   -0.498,
      85,       116.9090,      0.8400,  -1.534,   -0.497,
      86,       116.9190,      0.8500,  -1.534,   -0.499,
      87,       116.9290,      0.8600,  -1.533,   -0.498,
      88,       116.9390,      0.8700,  -1.534,   -0.498,
      89,       116.9490,      0.8800,  -1.534,   -0.497,
      90,       116.9590,      0.8900,  -1.533,   -0.499,
      91,       116.9690,      0.9000,  -1.533,   -0.498,
      92,       116.9790,      0.9100,  -1.534,   -0.498,
      93,       116.9890,      0.9200,  -1.533,   -0.501,
      94,       116.9990,      0.9300,  -1.533,   -0.501,
      95,       117.0090,      0.9400,  -1.534,   -0.498,
      96,       117.0190,      0.9500,  -1.533,   -0.500,
      97,       117.0290,      0.9600,  -1.534,   -0.499,
      98,       117.0390,      0.9700,  -1.534,   -0.499,
      99,       117.0490,      0.9800,  -1.534,   -0.503,
     100,       117.0590,      0.9900,  -1.533,   -0.499,
       1,       117.0690,      0.0000,  -1.534,   -0.501,
       2,       117.0790,      0.0100,  -1.533,   -0.500,
       3,       117.0890,      0.0200,  -1.533,   -0.501,
       4,       117.0990,      0.0300,  -1.534,   -0.501,
       5,       117.1090,      0.0400,  -1.534,   -0.500,
       6,       117.1190,      0.0500,  -1.533,   -0.500,
       7,       117.1290,      0.0600,  -1.533,   -0.501,
       8,       117.1390,      0.0700,  -1.533,   -0.500,
       9,       117.1490,      0.0800,  -1.533,   -0.501,
      10,       117.1590,      0.0900,  -1.533,   -0.501,
      11,       117.1690,      0.1000,  -1.534,   -0.501,
      12,       117.1790,      0.1100,  -1.534,   -0.503,
      13,       117.1890,      0.1200,  -1.534,   -0.501,
      14,       117.1990,      0.1300,  -1.534,   -0.503,
      15,       117.2090,      0.1400,  -1.533,   -0.503,
      16,       117.2190,      0.1500,  -1.534,   -0.501,
      17,       117.2290,      0.1600,  -1.533,   -0.501,
      18,       117.2390,      0.1700,  -1.534,   -0.501,
      19,       117.2490,      0.1800,  -1.534,   -0.503,
      20,       117.2590,      0.1900,  -1.533,   -0.503,
      21,       117.2690,      0.2000,  -1.534,   -0.501,
      22,       117.2790,      0.2100,  -1.533,   -0.501,
      23,       117.2890,      0.2200,  -1.533,   -0.501,
      24,       117.2990,      0.2300,  -1.534,   -0.501,
      25,       117.3090,      0.2400,  -1.534,   -0.503,
      26,       117.3190,      0.2500,  -1.533,   -0.501,
      27,       117.3290,      0.2600,  -1.533,   -0.503,
      28,       117.3390,      0.2700,  -1.534,   -0.503,
      29,       117.3490,      0.2800,  -1.533,   -0.503,
      30,       117.3590,      0.2900,  -1.534,   -0.503,
      31,       117.3690,      0.3000,  -1.533,   -0.503,
      32,       117.3790,      0.3100,  -1.533,   -0.503,
      33,       117.3890,      0.3200,  -1.533,   -0.503,
      34,       117.3990,      0.3300,  -1.533,   -0.503,
      35,       117.4090,      0.3400,  -1.534,   -0.503,
      36,       117.4190,      0.3500,  -1.533,   -0.503,
      37,       117.4290,      0.3600,  -1.533,   -0.503,
      38,       117.4390,      0.3700,  -1.533,   -0.504,
      39,       117.4490,      0.3800,  -1.533,   -0.504,
      40,       117.4590,      0.3900,  -1.534,   -0.504,
      41,       117.4690,      0.4000,  -1.533,   -0.505,
      42,       117.4790,      0.4100,  -1.533,   -0.507,
      43,       117.4890,      0.4200,  -1.534,   -0.510,
      44,       117.4990,      0.4300,  -1.534,   -0.511,
      45,       117.5090,      0.4400,  -1.534,   -0.511,
      46,       117.5190,      0.4500,  -1.533,   -0.511,
      47,       117.5290,      0.4600,  -1.533,   -0.513,
      48,       117.5390,      0.4700,  -1.533,   -0.516,
      49,       117.5490,      0.4800,  -1.533,   -0.514,
      50,       117.5590,      0.4900,  -1.533,   -0.514,
      51,       117.5690,      0.5000,  -1.533,   -0.513,
      52,       117.5790,      0.5100,  -1.533,   -0.512,
      53,       117.5890,      0.5200,  -1.533,   -0.511,
      54,       117.5990,      0.5300,  -1.533,   -0.510,
      55,       117.6090,      0.5400,  -1.533,   -0.510,
      56,       117.6190,      0.5500,  -1.533,   -0.508,
      57,       117.6290,      0.5600,  -1.533,   -0.508,
      58,       117.6390,      0.5700,  -1.533,   -0.510,
      59,       117.6490,      0.5800,  -1.533,   -0.507,
      60,       117.6590,      0.5900,  -1.533,   -0.506,
      61,       117.6690,      0.6000,  -1.533,   -0.506,
      62,       117.6790,      0.6100,  -1.533,   -0.507,
      63,       117.6890,      0.6200,  -1.533,   -0.509,
      64,       117.6990,      0.6300,  -1.533,   -0.507,
      65,       117.7090,      0.6400,  -1.533,   -0.507,
      66,       117.7190,      0.6500,  -1.533,   -0.506,
      67,       117.7290,      0.6600,  -1.533,   -0.506,
      68,       117.7390,      0.6700,  -1.532,   -0.507,
      69,       117.7490,      0.6800,  -1.533,   -0.508,
      70,       117.7590,      0.6900,  -1.533,   -0.506,
      71,       117.7690,      0.7000,  -1.533,   -0.505,
      72,       117.7790,      0.7100,  -1.533,   -0.507,
      73,       117.7890,      0.7200,  -1.533,   -0.506,
      74,       117.7990,      0.7300,  -1.533,   -0.506,
      75,       117.8090,      0.7400,  -1.533,   -0.505,
      76,       117.8190,      0.7500,  -1.533,   -0.504,
      77,       117.8290,      0.7600,  -1.533,   -0.504,
      78,       117.8390,      0.7700,  -1.532,   -0.503,
      79,       117.8490,      0.7800,  -1.533,   -0.503,
      80,       117.8590,      0.7900,  -1.532,   -0.503,
      81,       117.8690,      0.8000,  -1.532,   -0.501,
      82,       117.8790,      0.8100,  -1.531,   -0.500,
      83,       117.8890,      0.8200,  -1.531,   -0.500,
      84,       117.8990,      0.8300,  -1.532,   -0.499,
      85,       117.9090,      0.8400,  -1.531,   -0.499,
      86,       117.9190,      0.8500,  -1.531,   -0.499,
      87,       117.9290,      0.8600,  -1.531,   -0.500,
      88,       117.9390,      0.8700,  -1.531,   -0.496,
      89,       117.9490,      0.8800,  -1.530,   -0.498,
      90,       117.9590,      0.8900,  -1.531,   -0.497,
      91,       117.9690,      0.9000,  -1.531,   -0.496,
      92,       117.9790,      0.9100,  -1.530,   -0.496,
      93,       117.9890,      0.9200,  -1.531,   -0.496,
      94,       117.9990,      0.9300,  -1.530,   -0.496,
      95,       118.0090,      0.9400,  -1.531,   -0.494,
      96,       118.0190,      0.9500,  -1.530,   -0.495,
      97,       118.0290,      0.9600,  -1.530,   -0.495,
      98,       118.0390,      0.9700,  -1.530,   -0.496,
      99,       118.0490,      0.9800,  -1.530,   -0.496,
     100,       118.0590,      0.9900,  -1.530,   -0.496,
